task_id,task_number,task_type,graph_name,run_idx,question,expected_metric_values,expected_top_3,raw_answer,parsed_answer,predicted_metric_values,predicted_top_3,metric_accuracy,metric_num_correct,metric_total_nodes,metric_correct_nodes,ranking_accuracy,ranking_num_correct,ranking_total_positions,ranking_correct_positions,overall_correct,per_node_relative_errors,model,temperature,rel_tolerance
graph_2_T4_mean_depth,4,T4_mean_depth,graph_2,1,"For the given layout graph, compute the mean depth of each space. Return two things: (1) the mean depth value for every space, and (2) the top three spaces with the lowest mean depth.","{""bath_room"": 2.125, ""bed_room_1"": 2.125, ""bed_room_2"": 2.125, ""dining_room"": 2.25, ""hall"": 1.25, ""hall_2"": 1.625, ""kitchen"": 2.5, ""living_room"": 1.875, ""stair"": 2.125}","[""hall"", ""hall_2"", ""living_room""]","{""metric_values"": {""bath_room"": 2.625, ""bed_room_1"": 2.625, ""bed_room_2"": 2.625, ""dining_room"": 2.375, ""hall"": 1.625, ""hall_2"": 2.125, ""kitchen"": 3.125, ""living_room"": 2.375, ""stair"": 2.625}, ""top_3_lowest_mean_depth"": [""hall"", ""hall_2"", ""dining_room""]}","{""metric_values"": {""bath_room"": 2.625, ""bed_room_1"": 2.625, ""bed_room_2"": 2.625, ""dining_room"": 2.375, ""hall"": 1.625, ""hall_2"": 2.125, ""kitchen"": 3.125, ""living_room"": 2.375, ""stair"": 2.625}, ""top_3_lowest_mean_depth"": [""hall"", ""hall_2"", ""dining_room""]}","{""bath_room"": 2.625, ""bed_room_1"": 2.625, ""bed_room_2"": 2.625, ""dining_room"": 2.375, ""hall"": 1.625, ""hall_2"": 2.125, ""kitchen"": 3.125, ""living_room"": 2.375, ""stair"": 2.625}","[""hall"", ""hall_2"", ""dining_room""]",0.0,0,9,[],0.6666666666666666,2,3,"[""pos_1:hall"", ""pos_2:hall_2""]",0,"{""bath_room"": 0.23529411764705882, ""bed_room_1"": 0.23529411764705882, ""bed_room_2"": 0.23529411764705882, ""dining_room"": 0.05555555555555555, ""hall"": 0.3, ""hall_2"": 0.3076923076923077, ""kitchen"": 0.25, ""living_room"": 0.26666666666666666, ""stair"": 0.23529411764705882}",claude-sonnet-4-6,0.2,0.05
graph_2_T4_mean_depth,4,T4_mean_depth,graph_2,2,"For the given layout graph, compute the mean depth of each space. Return two things: (1) the mean depth value for every space, and (2) the top three spaces with the lowest mean depth.","{""bath_room"": 2.125, ""bed_room_1"": 2.125, ""bed_room_2"": 2.125, ""dining_room"": 2.25, ""hall"": 1.25, ""hall_2"": 1.625, ""kitchen"": 2.5, ""living_room"": 1.875, ""stair"": 2.125}","[""hall"", ""hall_2"", ""living_room""]","{""metric_values"": {""bath_room"": 2.625, ""bed_room_1"": 2.625, ""bed_room_2"": 2.625, ""dining_room"": 2.125, ""hall"": 1.625, ""hall_2"": 2.125, ""kitchen"": 3.125, ""living_room"": 2.125, ""stair"": 2.625}, ""top_3_lowest_mean_depth"": [""hall"", ""dining_room"", ""hall_2""]}","{""metric_values"": {""bath_room"": 2.625, ""bed_room_1"": 2.625, ""bed_room_2"": 2.625, ""dining_room"": 2.125, ""hall"": 1.625, ""hall_2"": 2.125, ""kitchen"": 3.125, ""living_room"": 2.125, ""stair"": 2.625}, ""top_3_lowest_mean_depth"": [""hall"", ""dining_room"", ""hall_2""]}","{""bath_room"": 2.625, ""bed_room_1"": 2.625, ""bed_room_2"": 2.625, ""dining_room"": 2.125, ""hall"": 1.625, ""hall_2"": 2.125, ""kitchen"": 3.125, ""living_room"": 2.125, ""stair"": 2.625}","[""hall"", ""dining_room"", ""hall_2""]",0.0,0,9,[],0.3333333333333333,1,3,"[""pos_1:hall""]",0,"{""bath_room"": 0.23529411764705882, ""bed_room_1"": 0.23529411764705882, ""bed_room_2"": 0.23529411764705882, ""dining_room"": 0.05555555555555555, ""hall"": 0.3, ""hall_2"": 0.3076923076923077, ""kitchen"": 0.25, ""living_room"": 0.13333333333333333, ""stair"": 0.23529411764705882}",claude-sonnet-4-6,0.2,0.05
graph_2_T4_mean_depth,4,T4_mean_depth,graph_2,3,"For the given layout graph, compute the mean depth of each space. Return two things: (1) the mean depth value for every space, and (2) the top three spaces with the lowest mean depth.","{""bath_room"": 2.125, ""bed_room_1"": 2.125, ""bed_room_2"": 2.125, ""dining_room"": 2.25, ""hall"": 1.25, ""hall_2"": 1.625, ""kitchen"": 2.5, ""living_room"": 1.875, ""stair"": 2.125}","[""hall"", ""hall_2"", ""living_room""]","{""metric_values"": {""bath_room"": 2.875, ""bed_room_1"": 2.875, ""bed_room_2"": 2.875, ""dining_room"": 2.375, ""hall"": 1.875, ""hall_2"": 2.125, ""kitchen"": 3.125, ""living_room"": 2.375, ""stair"": 2.875}, ""top_3_lowest_mean_depth"": [""hall"", ""hall_2"", ""dining_room""]}","{""metric_values"": {""bath_room"": 2.875, ""bed_room_1"": 2.875, ""bed_room_2"": 2.875, ""dining_room"": 2.375, ""hall"": 1.875, ""hall_2"": 2.125, ""kitchen"": 3.125, ""living_room"": 2.375, ""stair"": 2.875}, ""top_3_lowest_mean_depth"": [""hall"", ""hall_2"", ""dining_room""]}","{""bath_room"": 2.875, ""bed_room_1"": 2.875, ""bed_room_2"": 2.875, ""dining_room"": 2.375, ""hall"": 1.875, ""hall_2"": 2.125, ""kitchen"": 3.125, ""living_room"": 2.375, ""stair"": 2.875}","[""hall"", ""hall_2"", ""dining_room""]",0.0,0,9,[],0.6666666666666666,2,3,"[""pos_1:hall"", ""pos_2:hall_2""]",0,"{""bath_room"": 0.35294117647058826, ""bed_room_1"": 0.35294117647058826, ""bed_room_2"": 0.35294117647058826, ""dining_room"": 0.05555555555555555, ""hall"": 0.5, ""hall_2"": 0.3076923076923077, ""kitchen"": 0.25, ""living_room"": 0.26666666666666666, ""stair"": 0.35294117647058826}",claude-sonnet-4-6,0.2,0.05
graph_2_T4_mean_depth,4,T4_mean_depth,graph_2,4,"For the given layout graph, compute the mean depth of each space. Return two things: (1) the mean depth value for every space, and (2) the top three spaces with the lowest mean depth.","{""bath_room"": 2.125, ""bed_room_1"": 2.125, ""bed_room_2"": 2.125, ""dining_room"": 2.25, ""hall"": 1.25, ""hall_2"": 1.625, ""kitchen"": 2.5, ""living_room"": 1.875, ""stair"": 2.125}","[""hall"", ""hall_2"", ""living_room""]","{""metric_values"": {""bath_room"": 2.875, ""bed_room_1"": 2.875, ""bed_room_2"": 2.875, ""dining_room"": 2.375, ""hall"": 1.875, ""hall_2"": 2.125, ""kitchen"": 3.125, ""living_room"": 2.375, ""stair"": 2.875}, ""top_3_lowest_mean_depth"": [""hall"", ""hall_2"", ""dining_room""]}","{""metric_values"": {""bath_room"": 2.875, ""bed_room_1"": 2.875, ""bed_room_2"": 2.875, ""dining_room"": 2.375, ""hall"": 1.875, ""hall_2"": 2.125, ""kitchen"": 3.125, ""living_room"": 2.375, ""stair"": 2.875}, ""top_3_lowest_mean_depth"": [""hall"", ""hall_2"", ""dining_room""]}","{""bath_room"": 2.875, ""bed_room_1"": 2.875, ""bed_room_2"": 2.875, ""dining_room"": 2.375, ""hall"": 1.875, ""hall_2"": 2.125, ""kitchen"": 3.125, ""living_room"": 2.375, ""stair"": 2.875}","[""hall"", ""hall_2"", ""dining_room""]",0.0,0,9,[],0.6666666666666666,2,3,"[""pos_1:hall"", ""pos_2:hall_2""]",0,"{""bath_room"": 0.35294117647058826, ""bed_room_1"": 0.35294117647058826, ""bed_room_2"": 0.35294117647058826, ""dining_room"": 0.05555555555555555, ""hall"": 0.5, ""hall_2"": 0.3076923076923077, ""kitchen"": 0.25, ""living_room"": 0.26666666666666666, ""stair"": 0.35294117647058826}",claude-sonnet-4-6,0.2,0.05
graph_2_T4_mean_depth,4,T4_mean_depth,graph_2,5,"For the given layout graph, compute the mean depth of each space. Return two things: (1) the mean depth value for every space, and (2) the top three spaces with the lowest mean depth.","{""bath_room"": 2.125, ""bed_room_1"": 2.125, ""bed_room_2"": 2.125, ""dining_room"": 2.25, ""hall"": 1.25, ""hall_2"": 1.625, ""kitchen"": 2.5, ""living_room"": 1.875, ""stair"": 2.125}","[""hall"", ""hall_2"", ""living_room""]","{""metric_values"": {""bath_room"": 2.875, ""bed_room_1"": 2.875, ""bed_room_2"": 2.875, ""dining_room"": 2.375, ""hall"": 1.875, ""hall_2"": 2.125, ""kitchen"": 3.125, ""living_room"": 2.375, ""stair"": 2.875}, ""top_3_lowest_mean_depth"": [""hall"", ""hall_2"", ""dining_room""]}","{""metric_values"": {""bath_room"": 2.875, ""bed_room_1"": 2.875, ""bed_room_2"": 2.875, ""dining_room"": 2.375, ""hall"": 1.875, ""hall_2"": 2.125, ""kitchen"": 3.125, ""living_room"": 2.375, ""stair"": 2.875}, ""top_3_lowest_mean_depth"": [""hall"", ""hall_2"", ""dining_room""]}","{""bath_room"": 2.875, ""bed_room_1"": 2.875, ""bed_room_2"": 2.875, ""dining_room"": 2.375, ""hall"": 1.875, ""hall_2"": 2.125, ""kitchen"": 3.125, ""living_room"": 2.375, ""stair"": 2.875}","[""hall"", ""hall_2"", ""dining_room""]",0.0,0,9,[],0.6666666666666666,2,3,"[""pos_1:hall"", ""pos_2:hall_2""]",0,"{""bath_room"": 0.35294117647058826, ""bed_room_1"": 0.35294117647058826, ""bed_room_2"": 0.35294117647058826, ""dining_room"": 0.05555555555555555, ""hall"": 0.5, ""hall_2"": 0.3076923076923077, ""kitchen"": 0.25, ""living_room"": 0.26666666666666666, ""stair"": 0.35294117647058826}",claude-sonnet-4-6,0.2,0.05
graph_2_T5_choice,5,T5_choice,graph_2,1,"For the given layout graph, compute the unnormalized choice value of each space. Choice is defined as the number of shortest paths between all pairs of spaces that pass through that space. Return two things: (1) the choice value for every space, and (2) the top three spaces with the highest choice.","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 1.0, ""hall"": 23.0, ""hall_2"": 9.5, ""kitchen"": 0.0, ""living_room"": 2.5, ""stair"": 0.0}","[""hall"", ""hall_2"", ""living_room""]","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 3.0, ""hall"": 25.0, ""hall_2"": 14.0, ""kitchen"": 0.0, ""living_room"": 3.0, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""hall_2"", ""dining_room""]}","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 3.0, ""hall"": 25.0, ""hall_2"": 14.0, ""kitchen"": 0.0, ""living_room"": 3.0, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""hall_2"", ""dining_room""]}","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 3.0, ""hall"": 25.0, ""hall_2"": 14.0, ""kitchen"": 0.0, ""living_room"": 3.0, ""stair"": 0.0}","[""hall"", ""hall_2"", ""dining_room""]",0.5555555555555556,5,9,"[""bath_room"", ""bed_room_1"", ""bed_room_2"", ""kitchen"", ""stair""]",0.6666666666666666,2,3,"[""pos_1:hall"", ""pos_2:hall_2""]",0,"{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 2.0, ""hall"": 0.08695652173913043, ""hall_2"": 0.47368421052631576, ""kitchen"": 0.0, ""living_room"": 0.2, ""stair"": 0.0}",claude-sonnet-4-6,0.2,0.05
graph_2_T5_choice,5,T5_choice,graph_2,2,"For the given layout graph, compute the unnormalized choice value of each space. Choice is defined as the number of shortest paths between all pairs of spaces that pass through that space. Return two things: (1) the choice value for every space, and (2) the top three spaces with the highest choice.","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 1.0, ""hall"": 23.0, ""hall_2"": 9.5, ""kitchen"": 0.0, ""living_room"": 2.5, ""stair"": 0.0}","[""hall"", ""hall_2"", ""living_room""]","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 3.0, ""hall"": 21.0, ""hall_2"": 10.0, ""kitchen"": 0.0, ""living_room"": 3.0, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""hall_2"", ""dining_room""]}","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 3.0, ""hall"": 21.0, ""hall_2"": 10.0, ""kitchen"": 0.0, ""living_room"": 3.0, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""hall_2"", ""dining_room""]}","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 3.0, ""hall"": 21.0, ""hall_2"": 10.0, ""kitchen"": 0.0, ""living_room"": 3.0, ""stair"": 0.0}","[""hall"", ""hall_2"", ""dining_room""]",0.5555555555555556,5,9,"[""bath_room"", ""bed_room_1"", ""bed_room_2"", ""kitchen"", ""stair""]",0.6666666666666666,2,3,"[""pos_1:hall"", ""pos_2:hall_2""]",0,"{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 2.0, ""hall"": 0.08695652173913043, ""hall_2"": 0.05263157894736842, ""kitchen"": 0.0, ""living_room"": 0.2, ""stair"": 0.0}",claude-sonnet-4-6,0.2,0.05
graph_2_T5_choice,5,T5_choice,graph_2,3,"For the given layout graph, compute the unnormalized choice value of each space. Choice is defined as the number of shortest paths between all pairs of spaces that pass through that space. Return two things: (1) the choice value for every space, and (2) the top three spaces with the highest choice.","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 1.0, ""hall"": 23.0, ""hall_2"": 9.5, ""kitchen"": 0.0, ""living_room"": 2.5, ""stair"": 0.0}","[""hall"", ""hall_2"", ""living_room""]","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 3.0, ""hall"": 25.0, ""hall_2"": 13.0, ""kitchen"": 0.0, ""living_room"": 3.0, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""hall_2"", ""dining_room""]}","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 3.0, ""hall"": 25.0, ""hall_2"": 13.0, ""kitchen"": 0.0, ""living_room"": 3.0, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""hall_2"", ""dining_room""]}","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 3.0, ""hall"": 25.0, ""hall_2"": 13.0, ""kitchen"": 0.0, ""living_room"": 3.0, ""stair"": 0.0}","[""hall"", ""hall_2"", ""dining_room""]",0.5555555555555556,5,9,"[""bath_room"", ""bed_room_1"", ""bed_room_2"", ""kitchen"", ""stair""]",0.6666666666666666,2,3,"[""pos_1:hall"", ""pos_2:hall_2""]",0,"{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 2.0, ""hall"": 0.08695652173913043, ""hall_2"": 0.3684210526315789, ""kitchen"": 0.0, ""living_room"": 0.2, ""stair"": 0.0}",claude-sonnet-4-6,0.2,0.05
graph_2_T5_choice,5,T5_choice,graph_2,4,"For the given layout graph, compute the unnormalized choice value of each space. Choice is defined as the number of shortest paths between all pairs of spaces that pass through that space. Return two things: (1) the choice value for every space, and (2) the top three spaces with the highest choice.","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 1.0, ""hall"": 23.0, ""hall_2"": 9.5, ""kitchen"": 0.0, ""living_room"": 2.5, ""stair"": 0.0}","[""hall"", ""hall_2"", ""living_room""]","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 3.0, ""hall"": 25.0, ""hall_2"": 13.0, ""kitchen"": 0.0, ""living_room"": 3.0, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""hall_2"", ""dining_room""]}","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 3.0, ""hall"": 25.0, ""hall_2"": 13.0, ""kitchen"": 0.0, ""living_room"": 3.0, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""hall_2"", ""dining_room""]}","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 3.0, ""hall"": 25.0, ""hall_2"": 13.0, ""kitchen"": 0.0, ""living_room"": 3.0, ""stair"": 0.0}","[""hall"", ""hall_2"", ""dining_room""]",0.5555555555555556,5,9,"[""bath_room"", ""bed_room_1"", ""bed_room_2"", ""kitchen"", ""stair""]",0.6666666666666666,2,3,"[""pos_1:hall"", ""pos_2:hall_2""]",0,"{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 2.0, ""hall"": 0.08695652173913043, ""hall_2"": 0.3684210526315789, ""kitchen"": 0.0, ""living_room"": 0.2, ""stair"": 0.0}",claude-sonnet-4-6,0.2,0.05
graph_2_T5_choice,5,T5_choice,graph_2,5,"For the given layout graph, compute the unnormalized choice value of each space. Choice is defined as the number of shortest paths between all pairs of spaces that pass through that space. Return two things: (1) the choice value for every space, and (2) the top three spaces with the highest choice.","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 1.0, ""hall"": 23.0, ""hall_2"": 9.5, ""kitchen"": 0.0, ""living_room"": 2.5, ""stair"": 0.0}","[""hall"", ""hall_2"", ""living_room""]","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 3.0, ""hall"": 25.0, ""hall_2"": 13.0, ""kitchen"": 0.0, ""living_room"": 3.0, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""hall_2"", ""dining_room""]}","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 3.0, ""hall"": 25.0, ""hall_2"": 13.0, ""kitchen"": 0.0, ""living_room"": 3.0, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""hall_2"", ""dining_room""]}","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 3.0, ""hall"": 25.0, ""hall_2"": 13.0, ""kitchen"": 0.0, ""living_room"": 3.0, ""stair"": 0.0}","[""hall"", ""hall_2"", ""dining_room""]",0.5555555555555556,5,9,"[""bath_room"", ""bed_room_1"", ""bed_room_2"", ""kitchen"", ""stair""]",0.6666666666666666,2,3,"[""pos_1:hall"", ""pos_2:hall_2""]",0,"{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 2.0, ""hall"": 0.08695652173913043, ""hall_2"": 0.3684210526315789, ""kitchen"": 0.0, ""living_room"": 0.2, ""stair"": 0.0}",claude-sonnet-4-6,0.2,0.05
graph_3_T4_mean_depth,4,T4_mean_depth,graph_3,1,"For the given layout graph, compute the mean depth of each space. Return two things: (1) the mean depth value for every space, and (2) the top three spaces with the lowest mean depth.","{""bath_room"": 2.2222, ""bed_room_1"": 1.8889, ""bed_room_2"": 2.2222, ""dining_room"": 2.1111, ""front_porch"": 2.5556, ""hall"": 1.3333, ""kitchen"": 1.7778, ""living_room"": 1.6667, ""service_porch"": 2.6667, ""stair"": 2.2222}","[""hall"", ""living_room"", ""kitchen""]","{""metric_values"": {""bath_room"": 2.6667, ""bed_room_1"": 2.2222, ""bed_room_2"": 2.6667, ""dining_room"": 2.4444, ""front_porch"": 3.1111, ""hall"": 1.7778, ""kitchen"": 2.2222, ""living_room"": 2.0, ""service_porch"": 3.1111, ""stair"": 2.7778}, ""top_3_lowest_mean_depth"": [""hall"", ""living_room"", ""bed_room_1""]}","{""metric_values"": {""bath_room"": 2.6667, ""bed_room_1"": 2.2222, ""bed_room_2"": 2.6667, ""dining_room"": 2.4444, ""front_porch"": 3.1111, ""hall"": 1.7778, ""kitchen"": 2.2222, ""living_room"": 2.0, ""service_porch"": 3.1111, ""stair"": 2.7778}, ""top_3_lowest_mean_depth"": [""hall"", ""living_room"", ""bed_room_1""]}","{""bath_room"": 2.6667, ""bed_room_1"": 2.2222, ""bed_room_2"": 2.6667, ""dining_room"": 2.4444, ""front_porch"": 3.1111, ""hall"": 1.7778, ""kitchen"": 2.2222, ""living_room"": 2.0, ""service_porch"": 3.1111, ""stair"": 2.7778}","[""hall"", ""living_room"", ""bed_room_1""]",0.0,0,10,[],0.6666666666666666,2,3,"[""pos_1:hall"", ""pos_2:living_room""]",0,"{""bath_room"": 0.20002700027000275, ""bed_room_1"": 0.17645190322409865, ""bed_room_2"": 0.20002700027000275, ""dining_room"": 0.1578797783146227, ""front_porch"": 0.2173657849428705, ""hall"": 0.33338333458336467, ""kitchen"": 0.24997187535155804, ""living_room"": 0.19997600047999034, ""service_porch"": 0.1666479169010387, ""stair"": 0.2500225002250023}",claude-sonnet-4-6,0.2,0.05
graph_3_T4_mean_depth,4,T4_mean_depth,graph_3,2,"For the given layout graph, compute the mean depth of each space. Return two things: (1) the mean depth value for every space, and (2) the top three spaces with the lowest mean depth.","{""bath_room"": 2.2222, ""bed_room_1"": 1.8889, ""bed_room_2"": 2.2222, ""dining_room"": 2.1111, ""front_porch"": 2.5556, ""hall"": 1.3333, ""kitchen"": 1.7778, ""living_room"": 1.6667, ""service_porch"": 2.6667, ""stair"": 2.2222}","[""hall"", ""living_room"", ""kitchen""]","{""metric_values"": {""bath_room"": 2.6667, ""bed_room_1"": 2.2222, ""bed_room_2"": 2.6667, ""dining_room"": 2.4444, ""front_porch"": 3.1111, ""hall"": 1.7778, ""kitchen"": 2.2222, ""living_room"": 1.8889, ""service_porch"": 3.2222, ""stair"": 2.7778}, ""top_3_lowest_mean_depth"": [""hall"", ""living_room"", ""bed_room_1""]}","{""metric_values"": {""bath_room"": 2.6667, ""bed_room_1"": 2.2222, ""bed_room_2"": 2.6667, ""dining_room"": 2.4444, ""front_porch"": 3.1111, ""hall"": 1.7778, ""kitchen"": 2.2222, ""living_room"": 1.8889, ""service_porch"": 3.2222, ""stair"": 2.7778}, ""top_3_lowest_mean_depth"": [""hall"", ""living_room"", ""bed_room_1""]}","{""bath_room"": 2.6667, ""bed_room_1"": 2.2222, ""bed_room_2"": 2.6667, ""dining_room"": 2.4444, ""front_porch"": 3.1111, ""hall"": 1.7778, ""kitchen"": 2.2222, ""living_room"": 1.8889, ""service_porch"": 3.2222, ""stair"": 2.7778}","[""hall"", ""living_room"", ""bed_room_1""]",0.0,0,10,[],0.6666666666666666,2,3,"[""pos_1:hall"", ""pos_2:living_room""]",0,"{""bath_room"": 0.20002700027000275, ""bed_room_1"": 0.17645190322409865, ""bed_room_2"": 0.20002700027000275, ""dining_room"": 0.1578797783146227, ""front_porch"": 0.2173657849428705, ""hall"": 0.33338333458336467, ""kitchen"": 0.24997187535155804, ""living_room"": 0.1333173336533269, ""service_porch"": 0.20830989612629838, ""stair"": 0.2500225002250023}",claude-sonnet-4-6,0.2,0.05
graph_3_T4_mean_depth,4,T4_mean_depth,graph_3,3,"For the given layout graph, compute the mean depth of each space. Return two things: (1) the mean depth value for every space, and (2) the top three spaces with the lowest mean depth.","{""bath_room"": 2.2222, ""bed_room_1"": 1.8889, ""bed_room_2"": 2.2222, ""dining_room"": 2.1111, ""front_porch"": 2.5556, ""hall"": 1.3333, ""kitchen"": 1.7778, ""living_room"": 1.6667, ""service_porch"": 2.6667, ""stair"": 2.2222}","[""hall"", ""living_room"", ""kitchen""]","{""metric_values"": {""bath_room"": 2.6667, ""bed_room_1"": 2.2222, ""bed_room_2"": 2.6667, ""dining_room"": 2.4444, ""front_porch"": 3.1111, ""hall"": 1.7778, ""kitchen"": 2.2222, ""living_room"": 1.8889, ""service_porch"": 3.2222, ""stair"": 2.7778}, ""top_3_lowest_mean_depth"": [""hall"", ""living_room"", ""bed_room_1""]}","{""metric_values"": {""bath_room"": 2.6667, ""bed_room_1"": 2.2222, ""bed_room_2"": 2.6667, ""dining_room"": 2.4444, ""front_porch"": 3.1111, ""hall"": 1.7778, ""kitchen"": 2.2222, ""living_room"": 1.8889, ""service_porch"": 3.2222, ""stair"": 2.7778}, ""top_3_lowest_mean_depth"": [""hall"", ""living_room"", ""bed_room_1""]}","{""bath_room"": 2.6667, ""bed_room_1"": 2.2222, ""bed_room_2"": 2.6667, ""dining_room"": 2.4444, ""front_porch"": 3.1111, ""hall"": 1.7778, ""kitchen"": 2.2222, ""living_room"": 1.8889, ""service_porch"": 3.2222, ""stair"": 2.7778}","[""hall"", ""living_room"", ""bed_room_1""]",0.0,0,10,[],0.6666666666666666,2,3,"[""pos_1:hall"", ""pos_2:living_room""]",0,"{""bath_room"": 0.20002700027000275, ""bed_room_1"": 0.17645190322409865, ""bed_room_2"": 0.20002700027000275, ""dining_room"": 0.1578797783146227, ""front_porch"": 0.2173657849428705, ""hall"": 0.33338333458336467, ""kitchen"": 0.24997187535155804, ""living_room"": 0.1333173336533269, ""service_porch"": 0.20830989612629838, ""stair"": 0.2500225002250023}",claude-sonnet-4-6,0.2,0.05
graph_3_T4_mean_depth,4,T4_mean_depth,graph_3,4,"For the given layout graph, compute the mean depth of each space. Return two things: (1) the mean depth value for every space, and (2) the top three spaces with the lowest mean depth.","{""bath_room"": 2.2222, ""bed_room_1"": 1.8889, ""bed_room_2"": 2.2222, ""dining_room"": 2.1111, ""front_porch"": 2.5556, ""hall"": 1.3333, ""kitchen"": 1.7778, ""living_room"": 1.6667, ""service_porch"": 2.6667, ""stair"": 2.2222}","[""hall"", ""living_room"", ""kitchen""]","{""metric_values"": {""bath_room"": 2.7778, ""bed_room_1"": 2.2222, ""bed_room_2"": 2.7778, ""dining_room"": 2.4444, ""front_porch"": 3.1111, ""hall"": 1.7778, ""kitchen"": 2.2222, ""living_room"": 1.8889, ""service_porch"": 3.2222, ""stair"": 2.7778}, ""top_3_lowest_mean_depth"": [""hall"", ""living_room"", ""bed_room_1""]}","{""metric_values"": {""bath_room"": 2.7778, ""bed_room_1"": 2.2222, ""bed_room_2"": 2.7778, ""dining_room"": 2.4444, ""front_porch"": 3.1111, ""hall"": 1.7778, ""kitchen"": 2.2222, ""living_room"": 1.8889, ""service_porch"": 3.2222, ""stair"": 2.7778}, ""top_3_lowest_mean_depth"": [""hall"", ""living_room"", ""bed_room_1""]}","{""bath_room"": 2.7778, ""bed_room_1"": 2.2222, ""bed_room_2"": 2.7778, ""dining_room"": 2.4444, ""front_porch"": 3.1111, ""hall"": 1.7778, ""kitchen"": 2.2222, ""living_room"": 1.8889, ""service_porch"": 3.2222, ""stair"": 2.7778}","[""hall"", ""living_room"", ""bed_room_1""]",0.0,0,10,[],0.6666666666666666,2,3,"[""pos_1:hall"", ""pos_2:living_room""]",0,"{""bath_room"": 0.2500225002250023, ""bed_room_1"": 0.17645190322409865, ""bed_room_2"": 0.2500225002250023, ""dining_room"": 0.1578797783146227, ""front_porch"": 0.2173657849428705, ""hall"": 0.33338333458336467, ""kitchen"": 0.24997187535155804, ""living_room"": 0.1333173336533269, ""service_porch"": 0.20830989612629838, ""stair"": 0.2500225002250023}",claude-sonnet-4-6,0.2,0.05
