condition,task_family,task_id,task_number,task_type,graph_name,run_idx,question,expected_metric_values,expected_top_3,raw_answer,parsed_answer,predicted_metric_values,predicted_top_3,metric_accuracy,metric_num_correct,metric_total_nodes,metric_correct_nodes,ranking_accuracy,ranking_num_correct,ranking_total_positions,ranking_correct_positions,overall_correct,per_node_relative_errors,model,temperature,rel_tolerance
kg,global,graph_2_T4_mean_depth,4,T4_mean_depth,graph_2,1,"For the given layout graph, compute the mean depth of each space. Return two things: (1) the mean depth value for every space, and (2) the top three spaces with the lowest mean depth.","{""bath_room"": 2.125, ""bed_room_1"": 2.125, ""bed_room_2"": 2.125, ""dining_room"": 2.25, ""hall"": 1.25, ""hall_2"": 1.625, ""kitchen"": 2.5, ""living_room"": 1.875, ""stair"": 2.125}","[""hall"", ""hall_2"", ""living_room""]","{""metric_values"": {""bath_room"": 2.125, ""bed_room_1"": 2.125, ""bed_room_2"": 2.125, ""dining_room"": 2.25, ""hall"": 1.25, ""hall_2"": 1.625, ""kitchen"": 2.5, ""living_room"": 1.875, ""stair"": 2.125}, ""top_3_lowest_mean_depth"": [""hall"", ""hall_2"", ""living_room""]}","{""metric_values"": {""bath_room"": 2.125, ""bed_room_1"": 2.125, ""bed_room_2"": 2.125, ""dining_room"": 2.25, ""hall"": 1.25, ""hall_2"": 1.625, ""kitchen"": 2.5, ""living_room"": 1.875, ""stair"": 2.125}, ""top_3_lowest_mean_depth"": [""hall"", ""hall_2"", ""living_room""]}","{""bath_room"": 2.125, ""bed_room_1"": 2.125, ""bed_room_2"": 2.125, ""dining_room"": 2.25, ""hall"": 1.25, ""hall_2"": 1.625, ""kitchen"": 2.5, ""living_room"": 1.875, ""stair"": 2.125}","[""hall"", ""hall_2"", ""living_room""]",1.0,9,9,"[""bath_room"", ""bed_room_1"", ""bed_room_2"", ""dining_room"", ""hall"", ""hall_2"", ""kitchen"", ""living_room"", ""stair""]",1.0,3,3,"[""pos_1:hall"", ""pos_2:hall_2"", ""pos_3:living_room""]",1,"{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 0.0, ""hall"": 0.0, ""hall_2"": 0.0, ""kitchen"": 0.0, ""living_room"": 0.0, ""stair"": 0.0}",claude-sonnet-4-6,0.2,0.05
kg,global,graph_2_T4_mean_depth,4,T4_mean_depth,graph_2,2,"For the given layout graph, compute the mean depth of each space. Return two things: (1) the mean depth value for every space, and (2) the top three spaces with the lowest mean depth.","{""bath_room"": 2.125, ""bed_room_1"": 2.125, ""bed_room_2"": 2.125, ""dining_room"": 2.25, ""hall"": 1.25, ""hall_2"": 1.625, ""kitchen"": 2.5, ""living_room"": 1.875, ""stair"": 2.125}","[""hall"", ""hall_2"", ""living_room""]","{""metric_values"": {""bath_room"": 2.125, ""bed_room_1"": 2.125, ""bed_room_2"": 2.125, ""dining_room"": 2.25, ""hall"": 1.25, ""hall_2"": 1.625, ""kitchen"": 2.5, ""living_room"": 1.875, ""stair"": 2.125}, ""top_3_lowest_mean_depth"": [""hall"", ""hall_2"", ""living_room""]}","{""metric_values"": {""bath_room"": 2.125, ""bed_room_1"": 2.125, ""bed_room_2"": 2.125, ""dining_room"": 2.25, ""hall"": 1.25, ""hall_2"": 1.625, ""kitchen"": 2.5, ""living_room"": 1.875, ""stair"": 2.125}, ""top_3_lowest_mean_depth"": [""hall"", ""hall_2"", ""living_room""]}","{""bath_room"": 2.125, ""bed_room_1"": 2.125, ""bed_room_2"": 2.125, ""dining_room"": 2.25, ""hall"": 1.25, ""hall_2"": 1.625, ""kitchen"": 2.5, ""living_room"": 1.875, ""stair"": 2.125}","[""hall"", ""hall_2"", ""living_room""]",1.0,9,9,"[""bath_room"", ""bed_room_1"", ""bed_room_2"", ""dining_room"", ""hall"", ""hall_2"", ""kitchen"", ""living_room"", ""stair""]",1.0,3,3,"[""pos_1:hall"", ""pos_2:hall_2"", ""pos_3:living_room""]",1,"{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 0.0, ""hall"": 0.0, ""hall_2"": 0.0, ""kitchen"": 0.0, ""living_room"": 0.0, ""stair"": 0.0}",claude-sonnet-4-6,0.2,0.05
kg,global,graph_2_T4_mean_depth,4,T4_mean_depth,graph_2,3,"For the given layout graph, compute the mean depth of each space. Return two things: (1) the mean depth value for every space, and (2) the top three spaces with the lowest mean depth.","{""bath_room"": 2.125, ""bed_room_1"": 2.125, ""bed_room_2"": 2.125, ""dining_room"": 2.25, ""hall"": 1.25, ""hall_2"": 1.625, ""kitchen"": 2.5, ""living_room"": 1.875, ""stair"": 2.125}","[""hall"", ""hall_2"", ""living_room""]","{""metric_values"": {""bath_room"": 2.125, ""bed_room_1"": 2.125, ""bed_room_2"": 2.125, ""dining_room"": 2.25, ""hall"": 1.25, ""hall_2"": 1.625, ""kitchen"": 2.5, ""living_room"": 1.875, ""stair"": 2.125}, ""top_3_lowest_mean_depth"": [""hall"", ""hall_2"", ""living_room""]}","{""metric_values"": {""bath_room"": 2.125, ""bed_room_1"": 2.125, ""bed_room_2"": 2.125, ""dining_room"": 2.25, ""hall"": 1.25, ""hall_2"": 1.625, ""kitchen"": 2.5, ""living_room"": 1.875, ""stair"": 2.125}, ""top_3_lowest_mean_depth"": [""hall"", ""hall_2"", ""living_room""]}","{""bath_room"": 2.125, ""bed_room_1"": 2.125, ""bed_room_2"": 2.125, ""dining_room"": 2.25, ""hall"": 1.25, ""hall_2"": 1.625, ""kitchen"": 2.5, ""living_room"": 1.875, ""stair"": 2.125}","[""hall"", ""hall_2"", ""living_room""]",1.0,9,9,"[""bath_room"", ""bed_room_1"", ""bed_room_2"", ""dining_room"", ""hall"", ""hall_2"", ""kitchen"", ""living_room"", ""stair""]",1.0,3,3,"[""pos_1:hall"", ""pos_2:hall_2"", ""pos_3:living_room""]",1,"{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 0.0, ""hall"": 0.0, ""hall_2"": 0.0, ""kitchen"": 0.0, ""living_room"": 0.0, ""stair"": 0.0}",claude-sonnet-4-6,0.2,0.05
kg,global,graph_2_T4_mean_depth,4,T4_mean_depth,graph_2,4,"For the given layout graph, compute the mean depth of each space. Return two things: (1) the mean depth value for every space, and (2) the top three spaces with the lowest mean depth.","{""bath_room"": 2.125, ""bed_room_1"": 2.125, ""bed_room_2"": 2.125, ""dining_room"": 2.25, ""hall"": 1.25, ""hall_2"": 1.625, ""kitchen"": 2.5, ""living_room"": 1.875, ""stair"": 2.125}","[""hall"", ""hall_2"", ""living_room""]","{""metric_values"": {""bath_room"": 2.125, ""bed_room_1"": 2.125, ""bed_room_2"": 2.125, ""dining_room"": 2.25, ""hall"": 1.25, ""hall_2"": 1.625, ""kitchen"": 2.5, ""living_room"": 1.875, ""stair"": 2.125}, ""top_3_lowest_mean_depth"": [""hall"", ""hall_2"", ""living_room""]}","{""metric_values"": {""bath_room"": 2.125, ""bed_room_1"": 2.125, ""bed_room_2"": 2.125, ""dining_room"": 2.25, ""hall"": 1.25, ""hall_2"": 1.625, ""kitchen"": 2.5, ""living_room"": 1.875, ""stair"": 2.125}, ""top_3_lowest_mean_depth"": [""hall"", ""hall_2"", ""living_room""]}","{""bath_room"": 2.125, ""bed_room_1"": 2.125, ""bed_room_2"": 2.125, ""dining_room"": 2.25, ""hall"": 1.25, ""hall_2"": 1.625, ""kitchen"": 2.5, ""living_room"": 1.875, ""stair"": 2.125}","[""hall"", ""hall_2"", ""living_room""]",1.0,9,9,"[""bath_room"", ""bed_room_1"", ""bed_room_2"", ""dining_room"", ""hall"", ""hall_2"", ""kitchen"", ""living_room"", ""stair""]",1.0,3,3,"[""pos_1:hall"", ""pos_2:hall_2"", ""pos_3:living_room""]",1,"{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 0.0, ""hall"": 0.0, ""hall_2"": 0.0, ""kitchen"": 0.0, ""living_room"": 0.0, ""stair"": 0.0}",claude-sonnet-4-6,0.2,0.05
kg,global,graph_2_T4_mean_depth,4,T4_mean_depth,graph_2,5,"For the given layout graph, compute the mean depth of each space. Return two things: (1) the mean depth value for every space, and (2) the top three spaces with the lowest mean depth.","{""bath_room"": 2.125, ""bed_room_1"": 2.125, ""bed_room_2"": 2.125, ""dining_room"": 2.25, ""hall"": 1.25, ""hall_2"": 1.625, ""kitchen"": 2.5, ""living_room"": 1.875, ""stair"": 2.125}","[""hall"", ""hall_2"", ""living_room""]","{""metric_values"": {""bath_room"": 2.125, ""bed_room_1"": 2.125, ""bed_room_2"": 2.125, ""dining_room"": 2.25, ""hall"": 1.25, ""hall_2"": 1.625, ""kitchen"": 2.5, ""living_room"": 1.875, ""stair"": 2.125}, ""top_3_lowest_mean_depth"": [""hall"", ""hall_2"", ""living_room""]}","{""metric_values"": {""bath_room"": 2.125, ""bed_room_1"": 2.125, ""bed_room_2"": 2.125, ""dining_room"": 2.25, ""hall"": 1.25, ""hall_2"": 1.625, ""kitchen"": 2.5, ""living_room"": 1.875, ""stair"": 2.125}, ""top_3_lowest_mean_depth"": [""hall"", ""hall_2"", ""living_room""]}","{""bath_room"": 2.125, ""bed_room_1"": 2.125, ""bed_room_2"": 2.125, ""dining_room"": 2.25, ""hall"": 1.25, ""hall_2"": 1.625, ""kitchen"": 2.5, ""living_room"": 1.875, ""stair"": 2.125}","[""hall"", ""hall_2"", ""living_room""]",1.0,9,9,"[""bath_room"", ""bed_room_1"", ""bed_room_2"", ""dining_room"", ""hall"", ""hall_2"", ""kitchen"", ""living_room"", ""stair""]",1.0,3,3,"[""pos_1:hall"", ""pos_2:hall_2"", ""pos_3:living_room""]",1,"{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 0.0, ""hall"": 0.0, ""hall_2"": 0.0, ""kitchen"": 0.0, ""living_room"": 0.0, ""stair"": 0.0}",claude-sonnet-4-6,0.2,0.05
kg,global,graph_2_T5_choice,5,T5_choice,graph_2,1,"For the given layout graph, compute the unnormalized choice value of each space. Choice is defined as the number of shortest paths between all pairs of spaces that pass through that space. Return two things: (1) the choice value for every space, and (2) the top three spaces with the highest choice.","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 1.0, ""hall"": 23.0, ""hall_2"": 9.5, ""kitchen"": 0.0, ""living_room"": 2.5, ""stair"": 0.0}","[""hall"", ""hall_2"", ""living_room""]","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 1.0, ""hall"": 23.0, ""hall_2"": 9.5, ""kitchen"": 0.0, ""living_room"": 2.5, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""hall_2"", ""living_room""]}","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 1.0, ""hall"": 23.0, ""hall_2"": 9.5, ""kitchen"": 0.0, ""living_room"": 2.5, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""hall_2"", ""living_room""]}","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 1.0, ""hall"": 23.0, ""hall_2"": 9.5, ""kitchen"": 0.0, ""living_room"": 2.5, ""stair"": 0.0}","[""hall"", ""hall_2"", ""living_room""]",1.0,9,9,"[""bath_room"", ""bed_room_1"", ""bed_room_2"", ""dining_room"", ""hall"", ""hall_2"", ""kitchen"", ""living_room"", ""stair""]",1.0,3,3,"[""pos_1:hall"", ""pos_2:hall_2"", ""pos_3:living_room""]",1,"{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 0.0, ""hall"": 0.0, ""hall_2"": 0.0, ""kitchen"": 0.0, ""living_room"": 0.0, ""stair"": 0.0}",claude-sonnet-4-6,0.2,0.05
kg,global,graph_2_T5_choice,5,T5_choice,graph_2,2,"For the given layout graph, compute the unnormalized choice value of each space. Choice is defined as the number of shortest paths between all pairs of spaces that pass through that space. Return two things: (1) the choice value for every space, and (2) the top three spaces with the highest choice.","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 1.0, ""hall"": 23.0, ""hall_2"": 9.5, ""kitchen"": 0.0, ""living_room"": 2.5, ""stair"": 0.0}","[""hall"", ""hall_2"", ""living_room""]","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 1.0, ""hall"": 23.0, ""hall_2"": 9.5, ""kitchen"": 0.0, ""living_room"": 2.5, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""hall_2"", ""living_room""]}","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 1.0, ""hall"": 23.0, ""hall_2"": 9.5, ""kitchen"": 0.0, ""living_room"": 2.5, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""hall_2"", ""living_room""]}","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 1.0, ""hall"": 23.0, ""hall_2"": 9.5, ""kitchen"": 0.0, ""living_room"": 2.5, ""stair"": 0.0}","[""hall"", ""hall_2"", ""living_room""]",1.0,9,9,"[""bath_room"", ""bed_room_1"", ""bed_room_2"", ""dining_room"", ""hall"", ""hall_2"", ""kitchen"", ""living_room"", ""stair""]",1.0,3,3,"[""pos_1:hall"", ""pos_2:hall_2"", ""pos_3:living_room""]",1,"{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 0.0, ""hall"": 0.0, ""hall_2"": 0.0, ""kitchen"": 0.0, ""living_room"": 0.0, ""stair"": 0.0}",claude-sonnet-4-6,0.2,0.05
kg,global,graph_2_T5_choice,5,T5_choice,graph_2,3,"For the given layout graph, compute the unnormalized choice value of each space. Choice is defined as the number of shortest paths between all pairs of spaces that pass through that space. Return two things: (1) the choice value for every space, and (2) the top three spaces with the highest choice.","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 1.0, ""hall"": 23.0, ""hall_2"": 9.5, ""kitchen"": 0.0, ""living_room"": 2.5, ""stair"": 0.0}","[""hall"", ""hall_2"", ""living_room""]","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 1.0, ""hall"": 23.0, ""hall_2"": 9.5, ""kitchen"": 0.0, ""living_room"": 2.5, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""hall_2"", ""living_room""]}","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 1.0, ""hall"": 23.0, ""hall_2"": 9.5, ""kitchen"": 0.0, ""living_room"": 2.5, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""hall_2"", ""living_room""]}","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 1.0, ""hall"": 23.0, ""hall_2"": 9.5, ""kitchen"": 0.0, ""living_room"": 2.5, ""stair"": 0.0}","[""hall"", ""hall_2"", ""living_room""]",1.0,9,9,"[""bath_room"", ""bed_room_1"", ""bed_room_2"", ""dining_room"", ""hall"", ""hall_2"", ""kitchen"", ""living_room"", ""stair""]",1.0,3,3,"[""pos_1:hall"", ""pos_2:hall_2"", ""pos_3:living_room""]",1,"{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 0.0, ""hall"": 0.0, ""hall_2"": 0.0, ""kitchen"": 0.0, ""living_room"": 0.0, ""stair"": 0.0}",claude-sonnet-4-6,0.2,0.05
kg,global,graph_2_T5_choice,5,T5_choice,graph_2,4,"For the given layout graph, compute the unnormalized choice value of each space. Choice is defined as the number of shortest paths between all pairs of spaces that pass through that space. Return two things: (1) the choice value for every space, and (2) the top three spaces with the highest choice.","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 1.0, ""hall"": 23.0, ""hall_2"": 9.5, ""kitchen"": 0.0, ""living_room"": 2.5, ""stair"": 0.0}","[""hall"", ""hall_2"", ""living_room""]","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 1.0, ""hall"": 23.0, ""hall_2"": 9.5, ""kitchen"": 0.0, ""living_room"": 2.5, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""hall_2"", ""living_room""]}","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 1.0, ""hall"": 23.0, ""hall_2"": 9.5, ""kitchen"": 0.0, ""living_room"": 2.5, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""hall_2"", ""living_room""]}","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 1.0, ""hall"": 23.0, ""hall_2"": 9.5, ""kitchen"": 0.0, ""living_room"": 2.5, ""stair"": 0.0}","[""hall"", ""hall_2"", ""living_room""]",1.0,9,9,"[""bath_room"", ""bed_room_1"", ""bed_room_2"", ""dining_room"", ""hall"", ""hall_2"", ""kitchen"", ""living_room"", ""stair""]",1.0,3,3,"[""pos_1:hall"", ""pos_2:hall_2"", ""pos_3:living_room""]",1,"{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 0.0, ""hall"": 0.0, ""hall_2"": 0.0, ""kitchen"": 0.0, ""living_room"": 0.0, ""stair"": 0.0}",claude-sonnet-4-6,0.2,0.05
kg,global,graph_2_T5_choice,5,T5_choice,graph_2,5,"For the given layout graph, compute the unnormalized choice value of each space. Choice is defined as the number of shortest paths between all pairs of spaces that pass through that space. Return two things: (1) the choice value for every space, and (2) the top three spaces with the highest choice.","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 1.0, ""hall"": 23.0, ""hall_2"": 9.5, ""kitchen"": 0.0, ""living_room"": 2.5, ""stair"": 0.0}","[""hall"", ""hall_2"", ""living_room""]","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 1.0, ""hall"": 23.0, ""hall_2"": 9.5, ""kitchen"": 0.0, ""living_room"": 2.5, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""hall_2"", ""living_room""]}","{""metric_values"": {""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 1.0, ""hall"": 23.0, ""hall_2"": 9.5, ""kitchen"": 0.0, ""living_room"": 2.5, ""stair"": 0.0}, ""top_3_highest_choice"": [""hall"", ""hall_2"", ""living_room""]}","{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 1.0, ""hall"": 23.0, ""hall_2"": 9.5, ""kitchen"": 0.0, ""living_room"": 2.5, ""stair"": 0.0}","[""hall"", ""hall_2"", ""living_room""]",1.0,9,9,"[""bath_room"", ""bed_room_1"", ""bed_room_2"", ""dining_room"", ""hall"", ""hall_2"", ""kitchen"", ""living_room"", ""stair""]",1.0,3,3,"[""pos_1:hall"", ""pos_2:hall_2"", ""pos_3:living_room""]",1,"{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 0.0, ""hall"": 0.0, ""hall_2"": 0.0, ""kitchen"": 0.0, ""living_room"": 0.0, ""stair"": 0.0}",claude-sonnet-4-6,0.2,0.05
kg,global,graph_3_T4_mean_depth,4,T4_mean_depth,graph_3,1,"For the given layout graph, compute the mean depth of each space. Return two things: (1) the mean depth value for every space, and (2) the top three spaces with the lowest mean depth.","{""bath_room"": 2.2222, ""bed_room_1"": 1.8889, ""bed_room_2"": 2.2222, ""dining_room"": 2.1111, ""front_porch"": 2.5556, ""hall"": 1.3333, ""kitchen"": 1.7778, ""living_room"": 1.6667, ""service_porch"": 2.6667, ""stair"": 2.2222}","[""hall"", ""living_room"", ""kitchen""]","{""metric_values"": {""bath_room"": 2.2222, ""bed_room_1"": 1.8889, ""bed_room_2"": 2.2222, ""dining_room"": 2.1111, ""front_porch"": 2.5556, ""hall"": 1.3333, ""kitchen"": 1.7778, ""living_room"": 1.6667, ""service_porch"": 2.6667, ""stair"": 2.2222}, ""top_3_lowest_mean_depth"": [""hall"", ""living_room"", ""kitchen""]}","{""metric_values"": {""bath_room"": 2.2222, ""bed_room_1"": 1.8889, ""bed_room_2"": 2.2222, ""dining_room"": 2.1111, ""front_porch"": 2.5556, ""hall"": 1.3333, ""kitchen"": 1.7778, ""living_room"": 1.6667, ""service_porch"": 2.6667, ""stair"": 2.2222}, ""top_3_lowest_mean_depth"": [""hall"", ""living_room"", ""kitchen""]}","{""bath_room"": 2.2222, ""bed_room_1"": 1.8889, ""bed_room_2"": 2.2222, ""dining_room"": 2.1111, ""front_porch"": 2.5556, ""hall"": 1.3333, ""kitchen"": 1.7778, ""living_room"": 1.6667, ""service_porch"": 2.6667, ""stair"": 2.2222}","[""hall"", ""living_room"", ""kitchen""]",1.0,10,10,"[""bath_room"", ""bed_room_1"", ""bed_room_2"", ""dining_room"", ""front_porch"", ""hall"", ""kitchen"", ""living_room"", ""service_porch"", ""stair""]",1.0,3,3,"[""pos_1:hall"", ""pos_2:living_room"", ""pos_3:kitchen""]",1,"{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 0.0, ""front_porch"": 0.0, ""hall"": 0.0, ""kitchen"": 0.0, ""living_room"": 0.0, ""service_porch"": 0.0, ""stair"": 0.0}",claude-sonnet-4-6,0.2,0.05
kg,global,graph_3_T4_mean_depth,4,T4_mean_depth,graph_3,2,"For the given layout graph, compute the mean depth of each space. Return two things: (1) the mean depth value for every space, and (2) the top three spaces with the lowest mean depth.","{""bath_room"": 2.2222, ""bed_room_1"": 1.8889, ""bed_room_2"": 2.2222, ""dining_room"": 2.1111, ""front_porch"": 2.5556, ""hall"": 1.3333, ""kitchen"": 1.7778, ""living_room"": 1.6667, ""service_porch"": 2.6667, ""stair"": 2.2222}","[""hall"", ""living_room"", ""kitchen""]","{""metric_values"": {""bath_room"": 2.2222, ""bed_room_1"": 1.8889, ""bed_room_2"": 2.2222, ""dining_room"": 2.1111, ""front_porch"": 2.5556, ""hall"": 1.3333, ""kitchen"": 1.7778, ""living_room"": 1.6667, ""service_porch"": 2.6667, ""stair"": 2.2222}, ""top_3_lowest_mean_depth"": [""hall"", ""living_room"", ""kitchen""]}","{""metric_values"": {""bath_room"": 2.2222, ""bed_room_1"": 1.8889, ""bed_room_2"": 2.2222, ""dining_room"": 2.1111, ""front_porch"": 2.5556, ""hall"": 1.3333, ""kitchen"": 1.7778, ""living_room"": 1.6667, ""service_porch"": 2.6667, ""stair"": 2.2222}, ""top_3_lowest_mean_depth"": [""hall"", ""living_room"", ""kitchen""]}","{""bath_room"": 2.2222, ""bed_room_1"": 1.8889, ""bed_room_2"": 2.2222, ""dining_room"": 2.1111, ""front_porch"": 2.5556, ""hall"": 1.3333, ""kitchen"": 1.7778, ""living_room"": 1.6667, ""service_porch"": 2.6667, ""stair"": 2.2222}","[""hall"", ""living_room"", ""kitchen""]",1.0,10,10,"[""bath_room"", ""bed_room_1"", ""bed_room_2"", ""dining_room"", ""front_porch"", ""hall"", ""kitchen"", ""living_room"", ""service_porch"", ""stair""]",1.0,3,3,"[""pos_1:hall"", ""pos_2:living_room"", ""pos_3:kitchen""]",1,"{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 0.0, ""front_porch"": 0.0, ""hall"": 0.0, ""kitchen"": 0.0, ""living_room"": 0.0, ""service_porch"": 0.0, ""stair"": 0.0}",claude-sonnet-4-6,0.2,0.05
kg,global,graph_3_T4_mean_depth,4,T4_mean_depth,graph_3,3,"For the given layout graph, compute the mean depth of each space. Return two things: (1) the mean depth value for every space, and (2) the top three spaces with the lowest mean depth.","{""bath_room"": 2.2222, ""bed_room_1"": 1.8889, ""bed_room_2"": 2.2222, ""dining_room"": 2.1111, ""front_porch"": 2.5556, ""hall"": 1.3333, ""kitchen"": 1.7778, ""living_room"": 1.6667, ""service_porch"": 2.6667, ""stair"": 2.2222}","[""hall"", ""living_room"", ""kitchen""]","{""metric_values"": {""bath_room"": 2.2222, ""bed_room_1"": 1.8889, ""bed_room_2"": 2.2222, ""dining_room"": 2.1111, ""front_porch"": 2.5556, ""hall"": 1.3333, ""kitchen"": 1.7778, ""living_room"": 1.6667, ""service_porch"": 2.6667, ""stair"": 2.2222}, ""top_3_lowest_mean_depth"": [""hall"", ""living_room"", ""kitchen""]}","{""metric_values"": {""bath_room"": 2.2222, ""bed_room_1"": 1.8889, ""bed_room_2"": 2.2222, ""dining_room"": 2.1111, ""front_porch"": 2.5556, ""hall"": 1.3333, ""kitchen"": 1.7778, ""living_room"": 1.6667, ""service_porch"": 2.6667, ""stair"": 2.2222}, ""top_3_lowest_mean_depth"": [""hall"", ""living_room"", ""kitchen""]}","{""bath_room"": 2.2222, ""bed_room_1"": 1.8889, ""bed_room_2"": 2.2222, ""dining_room"": 2.1111, ""front_porch"": 2.5556, ""hall"": 1.3333, ""kitchen"": 1.7778, ""living_room"": 1.6667, ""service_porch"": 2.6667, ""stair"": 2.2222}","[""hall"", ""living_room"", ""kitchen""]",1.0,10,10,"[""bath_room"", ""bed_room_1"", ""bed_room_2"", ""dining_room"", ""front_porch"", ""hall"", ""kitchen"", ""living_room"", ""service_porch"", ""stair""]",1.0,3,3,"[""pos_1:hall"", ""pos_2:living_room"", ""pos_3:kitchen""]",1,"{""bath_room"": 0.0, ""bed_room_1"": 0.0, ""bed_room_2"": 0.0, ""dining_room"": 0.0, ""front_porch"": 0.0, ""hall"": 0.0, ""kitchen"": 0.0, ""living_room"": 0.0, ""service_porch"": 0.0, ""stair"": 0.0}",claude-sonnet-4-6,0.2,0.05
